City_ID,City,Country,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date (Unix)
0,castro,BR,-24.7911,-50.0119,72.86,57,100,6.78,1635017182
1,sur,OM,22.5667,59.5289,81.7,60,0,7.65,1635017341
2,torbay,CA,47.6666,-52.7314,63.37,90,75,13.8,1635017342
3,jamestown,US,42.097,-79.2353,51.39,92,90,5.01,1635017259
4,faya,SA,18.3851,42.4509,63.12,28,3,6.02,1635017344
5,puerto leguizamo,CO,-0.1934,-74.7819,92.71,43,82,4.12,1635017345
6,cherskiy,RU,68.75,161.3,-1.66,99,98,2.39,1635017345
7,balikpapan,ID,-1.2675,116.8289,75.76,90,100,2.66,1635017346
8,georgetown,MY,5.4112,100.3354,80.89,86,20,0,1635017347
9,rikitea,PF,-23.1203,-134.9692,74.77,82,96,20.58,1635017348
10,barrow,US,71.2906,-156.7887,28.42,86,90,17.27,1635017349
11,vardo,NO,70.3705,31.1107,33.89,74,100,16.58,1635017349
12,dikson,RU,73.5069,80.5464,9.82,87,98,12.91,1635017350
13,la brea,HN,15.8,-85.9667,87.31,62,75,5.75,1635017351
14,sawakin,SD,19.1059,37.3321,82.53,74,2,7.54,1635017352
15,vaini,TO,-21.2,-175.2,71.76,83,75,12.66,1635017353
16,estelle,US,29.8458,-90.1067,86,61,75,10.36,1635017353
17,salinas,US,36.6777,-121.6555,67.82,62,1,3.44,1635017354
18,bambous virieux,MU,-20.3428,57.7575,75.45,78,40,12.66,1635017325
19,hirara,JP,24.8,125.2833,76.15,62,100,14.05,1635017356
20,kapaa,US,22.0752,-159.319,80.58,80,20,4,1635017174
21,tilichiki,RU,60.4667,166.1,6.35,88,98,8.19,1635017357
22,atambua,ID,-9.1061,124.8925,75.99,84,46,2.13,1635017358
23,albany,US,42.6001,-73.9662,55.45,58,96,1.01,1635017177
24,haines junction,CA,60.7522,-137.5108,31.95,86,100,0,1635017360
25,smirnykh,RU,49.75,142.8333,30.18,89,2,3.69,1635017361
26,saint george,US,37.1041,-113.5841,77.47,22,1,7,1635017337
27,hauterive,FR,46.0901,3.4459,41.76,83,3,4.03,1635017362
28,makakilo city,US,21.3469,-158.0858,80.92,56,1,11.5,1635017363
29,yellowknife,CA,62.456,-114.3525,43.32,79,40,17.27,1635017364
30,nikolskoye,RU,59.7035,30.7861,36.88,88,100,9.06,1635017365
31,lapy,PL,52.9911,22.8842,41.49,82,95,12.21,1635017366
32,chuy,UY,-33.6971,-53.4616,64.08,63,100,0.81,1635017367
33,ilo,PE,-17.6394,-71.3375,65.26,68,0,11.5,1635017367
34,najran,SA,17.4924,44.1277,68.65,25,9,2.01,1635017368
35,alexandria,EG,31.2156,29.9553,71.56,60,40,8.05,1635017369
36,palmer,US,42.1584,-72.3287,61.65,48,40,1.01,1635017370
37,lat yao,TH,15.751,99.7893,73.56,91,21,2.8,1635017371
38,ushuaia,AR,-54.8,-68.3,33.46,93,75,29.93,1635017371
39,busselton,AU,-33.65,115.3333,52.09,79,100,5.64,1635017372
40,komsomolskiy,UZ,40.4272,71.7189,42.22,65,0,6.91,1635017373
41,flinders,AU,-34.5833,150.8552,62.2,86,78,4,1635017374
42,kangaatsiaq,GL,68.3065,-53.4641,27.81,76,100,8.23,1635017375
43,norman wells,CA,65.282,-126.8329,41.04,70,20,5.75,1635017375
44,punta arenas,CL,-53.15,-70.9167,44.71,49,75,36.82,1635017347
45,velyka bahachka,UA,49.7912,33.7226,43.83,54,0,6.46,1635017377
46,weihai,CN,37.5017,122.1136,52.52,62,1,4.56,1635017378
47,el alto,PE,-4.2714,-81.2147,71.26,69,99,16.78,1635017379
48,cape town,ZA,-33.9258,18.4232,60.28,71,75,1.01,1635017340
49,carnarvon,AU,-24.8667,113.6333,66.27,77,0,10.36,1635017318
50,port alfred,ZA,-33.5906,26.891,61.21,70,0,27.11,1635017110
51,kintampo,GH,8.0563,-1.7306,74.43,90,53,5.66,1635017383
52,kenai,US,60.5544,-151.2583,43.14,87,90,17.27,1635017383
53,danjiangkou,CN,32.5428,111.5086,51.62,67,5,2.89,1635017384
54,bredasdorp,ZA,-34.5322,20.0403,56.28,76,39,3.44,1635017385
55,the valley,AI,18.217,-63.0578,87.82,65,20,13.8,1635017340
56,cockburn town,TC,21.4612,-71.1419,85.96,62,75,11.5,1635017386
57,mahebourg,MU,-20.4081,57.7,75.49,78,40,12.66,1635017387
58,lebu,CL,-37.6167,-73.65,54.73,69,27,9.46,1635017334
59,vao,NC,-22.6667,167.4833,71.73,80,32,15.55,1635017389
60,saint-philippe,RE,-21.3585,55.7679,73.47,82,82,12.62,1635017390
61,pushkinskiye gory,RU,57.0209,28.9103,38.41,96,100,11.03,1635017391
62,hobart,AU,-42.8794,147.3294,51.03,92,75,3,1635017144
63,colomi,BO,-17.35,-65.8667,82.42,66,80,11.41,1635017393
64,kendari,ID,-3.945,122.4989,75.2,93,100,3.2,1635017394
65,cidreira,BR,-30.1811,-50.2056,68.05,89,100,10.58,1635017342
66,coquimbo,CL,-29.9533,-71.3436,62.33,59,0,13.8,1635017365
67,codrington,AU,-38.2667,141.9667,47.61,79,40,12.75,1635017395
68,saint-pierre,RE,-21.3393,55.4781,73.56,83,0,5.75,1635017396
69,khor,RU,47.8861,134.9464,37.31,77,0,10.6,1635017397
70,marawi,PH,7.9986,124.2928,66.65,91,93,4,1635017398
71,myre,NO,69.1036,15.9492,37.35,72,95,13.85,1635017399
72,touros,BR,-5.1989,-35.4608,85.1,63,4,13.02,1635017399
73,hilo,US,19.7297,-155.09,77.25,96,90,7.18,1635017180
74,saint-francois,FR,46.4154,3.9054,40.44,88,0,2.3,1635017401
75,lompoc,US,34.6391,-120.4579,73.69,60,1,14.97,1635017361
76,santa ines,BR,-3.6667,-45.38,84.09,70,93,4.59,1635017403
77,lafayette,US,30.2335,-92.0668,84.97,65,75,1.01,1635017263
78,mikhaylovka,RU,50.06,43.2379,54.5,72,100,12.48,1635017405
79,hofn,IS,64.2539,-15.2082,45.16,94,97,7.02,1635017406
80,clarence town,AU,-32.5833,151.7833,65.8,94,60,6.73,1635017407
81,sampit,ID,-2.5333,112.95,74.17,98,69,0.65,1635017409
82,cachoeiras de macacu,BR,-22.4625,-42.6531,83.32,71,6,3.31,1635017410
83,victoria,HK,22.2855,114.1577,70.25,80,100,3,1635017411
84,kamenka,RU,51.3223,42.7678,45.64,78,10,7.38,1635017413
85,kapoeta,SS,4.7717,33.5903,84.24,37,31,5.59,1635017414
86,khatanga,RU,71.9667,102.5,10.11,93,100,16.87,1635017415
87,salalah,OM,17.0151,54.0924,77.09,73,0,3.44,1635017339
88,ponta do sol,PT,32.6667,-17.1,70.43,54,25,6.51,1635017416
89,qaanaaq,GL,77.484,-69.3632,-1.52,58,0,8.05,1635017417
90,hasaki,JP,35.7333,140.8333,39.6,50,1,7.61,1635017418
91,pringsewu,ID,-5.3582,104.9744,73.17,95,86,1.03,1635017419
92,san felipe,VE,10.3399,-68.7425,78.78,89,75,5.7,1635017420
93,lovozero,RU,68.005,35.0117,25.61,88,100,10.6,1635017420
94,lokosovo,RU,61.1333,74.8167,41.58,93,100,14.03,1635017421
95,valparaiso,CL,-33.0393,-71.6273,71.24,45,0,17.27,1635017357
96,esperance,AU,-33.8667,121.9,51.64,67,50,16.46,1635017423
97,puerto ayora,EC,-0.7393,-90.3518,78.76,83,100,9.73,1635017424
98,east london,ZA,-33.0153,27.9116,62.17,66,49,20.87,1635017424
99,mantua,IT,45.1667,10.7833,61.74,92,49,1.01,1635017426
100,sananduva,BR,-27.9497,-51.8067,59.4,98,100,11.3,1635017427
101,christchurch,NZ,-43.5333,172.6333,56.03,85,90,1.01,1635017351
102,arraial do cabo,BR,-22.9661,-42.0278,76.96,69,0,18.41,1635017428
103,grindavik,IS,63.8424,-22.4338,46.87,93,75,11.5,1635017316
104,sao filipe,CV,14.8961,-24.4956,80.06,68,3,6.91,1635017383
105,saint-joseph,RE,-21.3667,55.6167,72.46,82,45,8.19,1635017430
106,tambopata,PE,-12.7333,-69.1833,96.69,46,40,9.22,1635017431
107,kieta,PG,-6.2167,155.6333,78.49,80,20,2.75,1635017383
108,diu,IN,20.7141,70.9822,76.42,68,0,8.99,1635017432
109,ranong,TH,9.9658,98.6348,77.02,92,100,4.7,1635017433
110,atuona,PF,-9.8,-139.0333,78.15,78,12,18.34,1635016951
111,atar,MR,20.5169,-13.0499,83.61,14,0,7.83,1635017434
112,butaritari,KI,3.0707,172.7902,81,73,100,7.18,1635017435
113,asau,RO,46.4333,26.4,47.39,63,100,2.13,1635017436
114,eureka,US,40.8021,-124.1637,60.21,95,100,10.74,1635017386
115,alizai,PK,33.5383,70.3462,59.23,34,0,3.22,1635017437
116,tanggu,CN,39.0211,117.6469,44.56,50,32,5.77,1635017438
117,yeppoon,AU,-23.1333,150.7333,74.98,89,79,5.23,1635017439
118,gat,IL,31.61,34.7642,72.09,100,0,5.66,1635017440
119,daru,PG,-9.0763,143.2092,79.72,82,90,13.71,1635017441
120,fort nelson,CA,58.8053,-122.7002,29.79,100,40,2.3,1635017442
121,tessalit,ML,20.1986,1.0114,88.86,16,34,9.37,1635017442
122,olafsvik,IS,64.8945,-23.7142,45.46,92,100,12.55,1635017443
123,omsukchan,RU,62.5333,155.8,-1.8,96,97,3.11,1635017444
124,batsfjord,NO,70.6345,29.7185,32.11,74,95,14.58,1635017445
125,susangerd,IR,31.5608,48.1831,68.02,20,0,8.84,1635017446
126,iqaluit,CA,63.7506,-68.5145,35.33,69,40,18.01,1635017447
127,kushima,JP,31.4583,131.2333,54.12,78,39,7.99,1635017447
128,mataura,NZ,-46.1927,168.8643,51.31,96,100,0.27,1635017448
129,tabou,CI,4.423,-7.3528,76.93,89,38,7.49,1635017449
130,talnakh,RU,69.4865,88.3972,22.01,96,100,6.93,1635017450
131,zlitan,LY,32.4674,14.5687,80.85,41,100,8.9,1635017153
132,souillac,MU,-20.5167,57.5167,75.58,78,40,12.66,1635017451
133,narsaq,GL,60.9167,-46.05,35.82,72,70,1.14,1635017452
134,ilulissat,GL,69.2167,-51.1,19.42,79,90,23.02,1635017453
135,pevek,RU,69.7008,170.3133,10.94,95,100,5.61,1635017393
136,karratha,AU,-20.7377,116.8463,79.43,40,77,5.37,1635017379
137,tasiilaq,GL,65.6145,-37.6368,33.96,86,100,4.85,1635017455
138,pangnirtung,CA,66.1451,-65.7125,30.2,93,90,0,1635017456
139,palimbang,PH,6.2106,124.1894,78.01,83,97,3.13,1635017457
140,ribeira grande,PT,38.5167,-28.7,68.4,73,75,4.61,1635017458
141,surkhakhi,RU,43.1875,44.9019,40.78,63,0,4,1635017459
142,sorland,NO,67.667,12.6934,42.44,58,97,8.16,1635017460
143,acapulco,MX,16.8634,-99.8901,77.29,90,100,10.29,1635017349
144,mlonggo,ID,-6.5333,110.7,79.23,81,74,3.65,1635017462
145,luwuk,ID,-0.9516,122.7875,76.64,79,99,3.18,1635017463
146,mar del plata,AR,-38.0023,-57.5575,68.02,60,75,1.99,1635017222
147,san patricio,US,28.017,-97.5169,89.69,49,18,14.94,1635017465
148,lagos,NG,6.5833,3.75,77.32,94,100,4.7,1635017301
149,upernavik,GL,72.7868,-56.1549,20.05,82,100,8.14,1635017466
150,batemans bay,AU,-35.7167,150.1833,58.1,91,99,3.98,1635017467
151,coihaique,CL,-45.5752,-72.0662,54.21,40,40,16.11,1635017468
152,takaungu,KE,-3.6837,39.8566,79.29,84,38,6.87,1635017469
153,sainte-maxime,FR,43.3,6.6333,63.95,76,0,7.74,1635017470
154,bluff,NZ,-46.6,168.3333,51.57,93,100,3.58,1635017471
155,aklavik,CA,68.2191,-135.0107,29.23,93,75,5.75,1635017471
156,palafrugell,ES,41.9174,3.1631,60.46,47,8,1.01,1635017472
157,kizilskoye,RU,52.7255,58.8937,46.76,81,100,10.07,1635017473
158,naze,JP,28.3667,129.4833,68.04,74,100,17.78,1635017474
159,clyde river,CA,70.4692,-68.5914,21.88,80,93,15.86,1635017475
160,ambulu,ID,-8.345,113.6058,75.87,85,100,2.06,1635017475
161,ancud,CL,-41.8697,-73.8203,57.42,60,4,11.14,1635017476
162,kisangani,CD,0.5167,25.2,72.48,90,99,2.64,1635017477
163,nouakchott,MR,18.0858,-15.9785,80.53,55,0,17.29,1635017382
164,puerto escondido,MX,15.85,-97.0667,83.23,69,90,5.75,1635017478
165,takoradi,GH,4.8845,-1.7554,78.33,84,100,6.29,1635017479
166,airai,TL,-8.9266,125.4092,61.14,83,14,1.72,1635017347
167,jalu,LY,29.0331,21.5482,74.37,32,1,10.49,1635017481
168,hermanus,ZA,-34.4187,19.2345,57.9,70,7,5.91,1635017365
169,kavieng,PG,-2.5744,150.7967,81.5,78,96,13.2,1635017482
170,tuktoyaktuk,CA,69.4541,-133.0374,28.4,93,75,9.22,1635017483
171,cabo san lucas,MX,22.8909,-109.9124,90.61,58,20,11.5,1635017484
172,yarada,IN,17.65,83.2667,80.92,89,75,2.3,1635017485
173,praia da vitoria,PT,38.7333,-27.0667,68.25,83,40,11.68,1635017486
174,palmeiras de goias,BR,-16.805,-49.9258,87.69,41,99,12.37,1635017487
175,paamiut,GL,61.994,-49.6678,32.49,52,99,21.16,1635017488
176,alofi,NU,-19.0595,-169.9187,76.89,61,89,13.8,1635017489
177,obertyn,UA,48.7003,25.1701,43.77,64,64,8.01,1635017490
178,te anau,NZ,-45.4167,167.7167,49.98,96,100,1.5,1635017489
179,vostok,RU,46.4856,135.8833,28.47,89,7,5.97,1635017491
180,voh,NC,-20.9667,164.7,72.18,81,10,5.57,1635017492
181,orocue,CO,4.7912,-71.3354,86.29,62,95,10.2,1635017493
182,mandalay,MM,21.9747,96.0836,73.35,91,89,2.82,1635017493
183,srednekolymsk,RU,67.45,153.6833,-14.44,99,35,4.16,1635017494
184,chicama,PE,-7.8447,-79.1469,63.14,62,22,11.16,1635017495
185,hualmay,PE,-11.0964,-77.6139,68.22,71,12,12.57,1635017496
186,prince rupert,CA,54.3161,-130.3201,47.89,76,90,21.85,1635017497
187,nakhon phanom,TH,17.3333,104.4167,65.01,84,100,3.44,1635017497
188,diamantino,BR,-14.4086,-56.4461,91.31,45,100,9.78,1635017498
189,agirish,RU,61.9247,63.0231,37.99,85,96,14,1635017499
190,mount gambier,AU,-37.8333,140.7667,46.31,93,90,8.05,1635017500
191,namibe,AO,-15.1961,12.1522,65.97,70,47,11.18,1635017501
192,fukue,JP,32.6881,128.8419,64.4,57,91,15.61,1635017501
193,tevaitoa,PF,-16.7833,-151.5,78.15,74,95,4.61,1635017503
194,hithadhoo,MV,-0.6,73.0833,82.24,74,79,12.35,1635017504
195,chokurdakh,RU,70.6333,147.9167,-2.47,98,100,6.02,1635017324
196,port-cartier,CA,50.0334,-66.8654,48.74,93,100,5.99,1635017505
197,narrabri,AU,-30.3167,149.7833,60.89,63,0,4.61,1635017506
198,ushtobe,KZ,45.2514,77.9838,41.54,51,11,6.15,1635017507
199,leo,BF,11.1,-2.1,79.75,64,100,2.24,1635017508
200,thompson,CA,55.7435,-97.8558,33.96,80,90,0,1635017509
201,xining,CN,36.6167,101.7667,40.6,85,98,0.65,1635017510
202,katsuura,JP,35.1333,140.3,53.71,59,6,7.43,1635017510
203,sarkand,KZ,45.41,79.9186,38.23,39,4,4.88,1635017512
204,kaitangata,NZ,-46.2817,169.8464,51.64,85,100,1.41,1635017513
205,faanui,PF,-16.4833,-151.75,78.06,73,100,3.04,1635017513
206,cap malheureux,MU,-19.9842,57.6142,75.69,75,99,5.01,1635017514
207,santa maria,BR,-29.6842,-53.8069,65.5,94,90,4.61,1635017330
208,portlethen,GB,57.0547,-2.1307,53.82,77,75,1.01,1635017515
209,nevers,FR,46.9167,3.3333,43.39,82,4,3.6,1635017471
210,jiaocheng,CN,24.6774,116.1389,58.01,95,100,2.64,1635017517
211,harper,LR,4.375,-7.7169,77.22,89,85,7.49,1635017518
212,bom jesus,BR,-9.0744,-44.3586,73.72,95,100,5.32,1635017519
213,bani,DO,18.2833,-70.3333,89.04,62,8,12.12,1635017520
214,bartica,GY,6.4,-58.6167,79.12,97,100,3.56,1635017521
215,hamilton,US,39.1834,-84.5333,60.73,67,90,1.01,1635017521
216,guanica,PR,17.9716,-66.908,89.2,64,6,10,1635017523
217,caravelas,BR,-17.7125,-39.2481,76.6,76,26,7.58,1635017523
218,beringovskiy,RU,63.05,179.3167,10.62,79,3,10.11,1635017524
219,avarua,CK,-21.2078,-159.775,73.45,56,20,10.36,1635017525
220,russell,US,32.3502,-85.1999,76.28,40,1,0,1635017526
221,geraldton,AU,-28.7667,114.6,54.01,94,6,4.61,1635017476
222,cornwall,CA,45.0181,-74.7281,48.61,53,40,8.05,1635017528
223,new norfolk,AU,-42.7826,147.0587,50.67,81,100,5.99,1635017529
224,talara,PE,-4.5772,-81.2719,74.16,60,0,20.71,1635017530
225,longyearbyen,SJ,78.2186,15.6401,21.04,79,40,5.75,1635017531
226,constitucion,CL,-35.3333,-72.4167,58.82,61,0,20.15,1635017456
227,verkhnyaya inta,RU,65.9811,60.3094,25.25,92,98,16.33,1635017532
228,dwarka,IN,22.2394,68.9678,81.72,62,87,16.37,1635017533
229,la asuncion,VE,11.0333,-63.8628,87.53,66,20,23.02,1635017534
230,isangel,VU,-19.55,169.2667,75.74,80,90,10.78,1635017535
231,matelandia,BR,-25.2408,-53.9964,73.31,96,100,1.57,1635017535
232,birao,CF,10.2849,22.7882,76.53,73,98,4.65,1635017536
233,vilhena,BR,-12.7406,-60.1458,88.02,55,40,13.8,1635017327
234,kulu,TR,39.0951,33.0799,54.52,28,0,2.48,1635017538
235,vestmanna,FO,62.1564,-7.1664,49.12,100,90,11.5,1635017539
236,yinchuan,CN,38.4681,106.2731,49.51,50,0,0.69,1635017540
237,pisco,PE,-13.7,-76.2167,69.85,64,0,19.57,1635017540
238,san cristobal,VE,7.7669,-72.225,82.58,56,91,4.27,1635017541
239,severo-kurilsk,RU,50.6789,156.125,39.47,79,100,9.66,1635017542
240,mount isa,AU,-20.7333,139.5,69.57,73,6,0,1635017472
241,la ronge,CA,55.1001,-105.2842,37.65,70,90,14.97,1635017543
242,poso,ID,-1.3959,120.7524,76.05,83,100,3.89,1635017544
243,gimli,CA,50.6336,-96.9907,41.43,75,74,5.75,1635017545
244,quang ngai,VN,15.1167,108.8,76.42,92,100,10.69,1635017546
245,tezu,IN,27.9167,96.1667,70.57,71,66,2.75,1635017547
246,alice springs,AU,-23.7,133.8833,69.35,32,99,12.66,1635017479
247,husavik,IS,66.0449,-17.3389,40.62,97,100,3.29,1635017548
248,skegness,GB,53.1436,0.3363,53.89,78,94,17.02,1635017549
249,taoudenni,ML,22.6783,-3.9836,86.79,18,0,4.88,1635017550
250,foumbot,CM,5.5079,10.6356,64.36,96,84,2.15,1635017551
251,urumqi,CN,43.801,87.6005,34.75,87,0,2.24,1635017552
252,dingle,PH,10.9995,122.6711,74.98,94,100,4.7,1635017553
253,aguilas,ES,37.4063,-1.5829,68.2,68,3,5.46,1635017554
254,ostrovnoy,RU,68.0531,39.5131,27.72,95,100,18.79,1635017555
255,basco,PH,20.4487,121.9702,79.84,80,64,22.44,1635017556
256,port-gentil,GA,-0.7193,8.7815,77.83,83,42,9.37,1635017556
257,klaksvik,FO,62.2266,-6.589,50.92,91,100,22.48,1635017557
258,monrovia,LR,6.3005,-10.7969,78.73,83,97,7.07,1635017558
259,staryy nadym,RU,65.6118,72.6842,34.16,93,100,14,1635017559
260,mutsu,JP,41.2894,141.2169,51.01,72,64,10.49,1635017560
261,bundaberg,AU,-24.85,152.35,74.21,94,55,1.01,1635017560
262,portland,US,45.5234,-122.6762,54.99,94,90,1.99,1635017060
263,mehamn,NO,71.0357,27.8492,35.1,59,100,18.92,1635017562
264,tirumullaivasal,IN,11.2333,79.8333,78.69,86,14,7.43,1635017563
265,provideniya,RU,64.3833,-173.3,22.95,78,100,8.93,1635017564
266,saldanha,ZA,-33.0117,17.9442,57.25,72,35,6.89,1635017565
267,svetlyy,RU,54.675,20.1347,44.65,68,97,13.44,1635017566
268,shenjiamen,CN,29.9576,122.298,64.58,60,100,10.92,1635017567
269,nhulunbuy,AU,-12.2333,136.7667,77.61,88,7,0,1635017567
270,saint-leu,RE,-21.15,55.2833,72.95,96,20,4.29,1635017568
271,abha,SA,18.2164,42.5053,62.85,22,0,3.44,1635017569
272,san ignacio,BZ,17.1561,-89.0714,89.74,66,75,3.44,1635017570
